Name,Sub-Location,Address,Telephone,URL,Hours,Listedin,Modes of Payment,Year
 Dolphin'S Kidderia,Gerugambakkam,"75 & 76 ,G1, VGN KRONA, Gerugambakkam, Chennai - 600122, NEAR A2B RESTAURANT",['+(91)-44-33893926'],, Monday  - 08:00 am - 08:00 pm || Tuesday  - 08:00 am - 08:00 pm || Wednesday  - 08:00 am - 08:00 pm || Thursday  - 08:00 am - 08:00 pm || Friday  - 08:00 am - 08:00 pm || Saturday  - 08:00 am - 08:00 pm || Sunday  - 04:00 pm - 06:00 pm,Language- Classes- For- English- Conversation- Kindergartens- Language- Classes- For- Hindi- Drawing- Classes- Playgroups- Music- Classes- For- Keyboard- Music- Classes- For- Guitar- Handwriting- Classes- Hindi- Tutorials- Dance- Classes- For- Western- Dance- more...,Cash,2014
 Pearl Kids,Anna Nagar,"No P 31, 18th Street, Anna Nagar, Chennai - 600040, Behind K4 Police Station",['+(91)-44-33075262'],www.pearlkidsinternational.com, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 06:00 pm || Sunday  - 09:00 am - 06:00 pm,Playgroups- Kindergartens- Day- Care- Centres- Montessori- Schools- Creche- Training- Drawing- Kids- Creche- Hourly,Cash- Master- Card- Visa- Card- Debit- Cards- Money- Orders- Cheques- Diners- Club- Card- Financing- Available- American- Express- Card- Credit- Card,2015
 Aveksha Play School,Tambaram West,"No 12, Amal Nagar Kishkintha Road, Tambaram West, Chennai - 600045, Near RTO Office",['+(91)-44-33890457'],, Monday  - 09:30 am - 12:30 pm || Tuesday  - 09:30 am - 12:30 pm || Wednesday  - 09:30 am - 12:30 pm || Thursday  - 09:30 am - 12:30 pm || Friday  - 09:30 am - 12:30 pm || Saturday  - 09:30 am - 12:30 pm || Sunday  - 09:30 am - 12:30 pm,Playgroups- Language- Classes- For- English- Conversation- Kindergartens- Creche- Fine- Art- Institutes- Training- Pre- School- Skills,Cash- Cheques,2013
 Little  Millennium,Adambakkam,"No 11, Mohanapuri 3rd Street Brindavan Nagar Main Road, Adambakkam, Chennai - 600088, Near Iob Bank",['+(91)-44-33238684'],www.lmadambakkam.com, Monday  - 08:30 am - 02:30 pm || Tuesday  - 08:30 am - 02:30 pm || Wednesday  - 08:30 am - 02:30 pm || Thursday  - 08:30 am - 02:30 pm || Friday  - 08:30 am - 02:30 pm || Saturday  - 08:30 am - 02:30 pm || Sunday  - Closed,Playgroups- Kindergartens- Day- Care- Centres- Primary- Schools- Creche- Nursery- Schools,Cash- Cheques,2010
 I D International Pre School,Medavakkam,"Old no 2-567 New No 12/495 Mama Goose Hub, Mambakkam Main Road, Medavakkam, Chennai - 600100, Opposite BSNL Telephone Exchange",['+(91)-44-33071651'],www.idpreschool.com, Monday  - 09:30 am - 08:00 pm || Tuesday  - 09:30 am - 08:00 pm || Wednesday  - 09:30 am - 08:00 pm || Thursday  - 09:30 am - 08:00 pm || Friday  - 09:30 am - 08:00 pm || Saturday  - 09:30 am - 08:00 pm || Sunday  - Closed,Playgroups- Kindergartens- Dance- Classes- Summer- Camps- Drawing- Classes- Abacus- Classes- Day- Care- Centres- Primary- Schools- Arts- &- Crafts- Classes- Creche- more...,,2015
 Auro Montessori Childrens House,Pammal,"No 4, 3rd Cross Street Krishna Nagar, Pammal, Chennai - 600075, Opposite Siddhi Vinayakar Temple",['+(91)-44-33153132'],, Monday  - 09:00 am - 12:30 pm || Tuesday  - 09:00 am - 12:30 pm || Wednesday  - 09:00 am - 12:30 pm || Thursday  - 09:00 am - 12:30 pm || Friday  - 09:00 am - 12:30 pm || Saturday  - Closed || Sunday  - Closed,Playgroups- Kindergartens- Montessori- Teacher- Training- Institutes- Nursery- Schools- Institutes- For- Distance- Education- B- Ed- Kindergarten- Teacher- Training- Institutes,Cash- Cheques,2009
 Asia Kids International Pre School,Anna Nagar,"No 1403, 15th Main Road, Anna Nagar, Chennai - 600040, Near Chandramoulishwarar Temple",['+(91)-44-33892740'],www.asiakids.in, Monday  - 08:00 am - 08:00 pm || Tuesday  - 08:00 am - 08:00 pm || Wednesday  - 08:00 am - 08:00 pm || Thursday  - 08:00 am - 08:00 pm || Friday  - 08:00 am - 08:00 pm || Saturday  - 08:00 am - 08:00 pm || Sunday  - 08:00 am - 02:00 pm,Kindergartens- Playgroups- Day- Care- Centres- Language- Classes- For- Hindi- Conversation- Montessori- Schools- Music- Classes- For- Vocal- Carnatic- Creche- Nursery- Schools- Music- Classes- For- Veena- Midbrain- Activation- Training- Centres- more...,Cash,2015
 L & G Global Academy,Pammal,"Plot No 65, 5th Cross Street, Pammal, Chennai - 600075, Near Vignesh Kalyana Mandapam",['+(91)-44-33891248'],, Monday  - 12:00 am - 11:59 pm || Tuesday  - 12:00 am - 11:59 pm || Wednesday  - 12:00 am - 11:59 pm || Thursday  - 12:00 am - 11:59 pm || Friday  - 12:00 am - 11:59 pm || Saturday  - 12:00 am - 11:59 pm || Sunday  - 12:00 am - 11:59 pm,Kindergartens- Playgroups,Cash- Cheques,2012
 Auro Montessori Childrens House,Pammal,"No 4, 3rd Cross Street Krishna Nagar, Pammal, Chennai - 600075, Opposite Siddhi Vinayakar Temple",['+(91)-44-33153132'],, Monday  - 09:00 am - 12:30 pm || Tuesday  - 09:00 am - 12:30 pm || Wednesday  - 09:00 am - 12:30 pm || Thursday  - 09:00 am - 12:30 pm || Friday  - 09:00 am - 12:30 pm || Saturday  - Closed || Sunday  - Closed,Playgroups- Kindergartens- Montessori- Teacher- Training- Institutes- Nursery- Schools- Institutes- For- Distance- Education- B- Ed- Kindergarten- Teacher- Training- Institutes,Cash- Cheques,2009
 Tree house,Viduthalai Nagar,"Plot# 224, 3rd Street, Viduthalai Nagar, Viduthalai Nagar, Chennai - 600117",['+(91)-44-33038242'],www.treehouseplaygroup.net, Monday  - 12:00 am - 11:59 pm || Tuesday  - 12:00 am - 11:59 pm || Wednesday  - 12:00 am - 11:59 pm || Thursday  - 12:00 am - 11:59 pm || Friday  - 12:00 am - 11:59 pm || Saturday  - 12:00 am - 11:59 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups- Nursery- Teacher- Training- Institutes- Activity- Clubs,Cash- Debit- Cards- Cheques- Credit- Card,
 Pearl Kids,Anna Nagar,"No P 31, 18th Street, Anna Nagar, Chennai - 600040, Behind K4 Police Station",['+(91)-44-33075262'],www.pearlkidsinternational.com, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 06:00 pm || Sunday  - 09:00 am - 06:00 pm,Playgroups- Kindergartens- Day- Care- Centres- Montessori- Schools- Creche- Training- Drawing- Kids- Creche- Hourly,Cash- Master- Card- Visa- Card- Debit- Cards- Money- Orders- Cheques- Diners- Club- Card- Financing- Available- American- Express- Card- Credit- Card,2015
 Hello Kids Bunnies,Chrompet,"No 4, Chambers Colony Main Road, Reserve Bank Colony, Chrompet, Chennai - 600044, Opposite to Saravana Stores",['+(91)-44-33041713'],, Monday  - 08:00 am - 06:00 am || Tuesday  - 08:00 am - 06:00 am || Wednesday  - 08:00 am - 06:00 am || Thursday  - 08:00 am - 06:00 am || Friday  - 08:00 am - 06:00 am || Saturday  - 08:00 am - 06:00 am || Sunday  - 08:00 am - 06:00 am,Kindergartens- Schools- Boarding- Schools- Primary- Schools- Special- Schools- Nursery- Schools- Girls- Boarding- Schools- Boys- Boarding- Schools- Pre- Schools- Pre- Nursery- Schools- more...,Cash,2010
 Blooming Kids Play School,Tambaram East,"No 17/7, Porur Street, Tambaram East, Chennai - 600059, Back To Seetha Devi Corodia School",['+(91)-44-33071773'],, Monday  - 09:00 am - 09:00 pm || Tuesday  - 09:00 am - 09:00 pm || Wednesday  - 09:00 am - 09:00 pm || Thursday  - 09:00 am - 09:00 pm || Friday  - 09:00 am - 09:00 pm || Saturday  - 09:00 am - 09:00 pm || Sunday  - 09:00 am - 09:00 pm,Playgroups- Kindergartens- Tailoring- Classes- Tutorials- Language- Classes- For- Hindi- Tutorials- for- Class- XII- Tutorials- For- Class- X- Hindi- Tutorials- Engineering- Tutorials- CA- Tutorials- more...,Cash,2003
 I D International Pre School,Medavakkam,"Old no 2-567 New No 12/495 Mama Goose Hub, Mambakkam Main Road, Medavakkam, Chennai - 600100, Opposite BSNL Telephone Exchange",['+(91)-44-33071651'],www.idpreschool.com, Monday  - 09:30 am - 08:00 pm || Tuesday  - 09:30 am - 08:00 pm || Wednesday  - 09:30 am - 08:00 pm || Thursday  - 09:30 am - 08:00 pm || Friday  - 09:30 am - 08:00 pm || Saturday  - 09:30 am - 08:00 pm || Sunday  - Closed,Playgroups- Kindergartens- Dance- Classes- Summer- Camps- Drawing- Classes- Abacus- Classes- Day- Care- Centres- Primary- Schools- Arts- &- Crafts- Classes- Creche- more...,,2015
 R K Juniors,Kodambakkam,"19/9 United India Colony, 3rd main road, Kodambakkam, Chennai - 600024, Next to Fatima school",['+(91)-44-33893778'],www.brainpark.in, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - 09:30 am - 06:30 pm,Yoga- Classes- Language- Classes- For- English- Conversation- Gymnasiums- Kindergartens- Tailoring- Classes- Dance- Classes- Summer- Camps- Language- Classes- For- English- Tutorials- Language- Classes- For- Hindi- more...,Cash,
 ID International Preschool & Dance Studio,Pallavaram,"No 94 & 95, Chithra Town Ship Dargah Road, Pallavaram, Chennai - 600043, Near Jain Flats & Nilgiris",['+(91)-44-39341840'],www.idpreschool.com, Monday  - 09:00 am - 08:00 pm || Tuesday  - 09:00 am - 08:00 pm || Wednesday  - 09:00 am - 08:00 pm || Thursday  - 09:00 am - 08:00 pm || Friday  - 09:00 am - 08:00 pm || Saturday  - 09:00 am - 08:00 pm || Sunday  - 09:00 am - 08:00 pm,Playgroups- Kindergartens- Dance- Classes- Music- Classes- Day- Care- Centres- Music- Classes- For- Vocal- Primary- Schools- Creche- Nursery- Schools- Dance- Classes- For- Children- more...,Cash,2014
 Kudos Play School,Thoraipakkam,"No 3/59, Kumaran Kudil main road 1st cross street, Thoraipakkam, Chennai - 600097, Opposite Sangeetha hotel and Opposite to RAMCO research centre",['+(91)-44-33052879'],www.kudosplayschool.com, Monday  - 08:30 am - 08:00 pm || Tuesday  - 08:30 am - 08:00 pm || Wednesday  - 08:30 am - 08:00 pm || Thursday  - 08:30 am - 08:00 pm || Friday  - 08:30 am - 08:00 pm || Saturday  - 08:30 am - 01:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Montessori- Teacher- Training- Institutes- Creche- Nursery- Schools- more...,Cash- Cheques,2015
 Braine Kids,Mogappair East,"No 8, Alex Street Panner Nagar, Mogappair East, Chennai - 600037, back To Connections",['+(91)-44-33029374'],www.brainekids.com, Monday  - 08:30 am - 06:30 pm || Tuesday  - 08:30 am - 06:30 pm || Wednesday  - 08:30 am - 06:30 pm || Thursday  - 08:30 am - 06:30 pm || Friday  - 08:30 am - 06:30 pm || Saturday  - 08:30 am - 06:30 pm || Sunday  - Closed,Playgroups- Kindergartens- Day- Care- Centres- Creche- Personality- Development,Cash- Cheques,2009
 I Play I Learn,Pallikaranai,"Plot 17 Selvam Nagar Main Road, Pallikaranai, Chennai - 600100, Opp To Kvb And St Antonys Matric School",['+(91)-44-33069804'],, Monday  - 08:30 am - 06:00 pm || Tuesday  - 08:30 am - 06:00 pm || Wednesday  - 08:30 am - 06:00 pm || Thursday  - 08:30 am - 06:00 pm || Friday  - 08:30 am - 06:00 pm || Saturday  - 08:30 am - 06:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Summer- Camps- Handwriting- Classes- Nursery- Schools- Summer- Camp- Dance- Summer- Camp- Craft- Summer- Camps- For- Chess- Summer- Camp- Hand- Writing- more...,Cash- Cheques,2013
 ED You Play School,Mogappair West,"No.49, Justice Krishnan Street,VGP Nagar, Mogappair West, Chennai - 600037, Near Spartan School behind vijaya bank",['+(91)-44-33189771'],www.edyou.co.in, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 06:00 pm || Sunday  - 05:30 am - 05:30 am,Kindergartens- Playgroups- Day- Care- Centres- Creche,Cash- Cheques,2013
 Podar Jumbo Kids Plus,Pallikaranai,"No 75, 6TH Main Road, Jayachandran Nagar, Pallikaranai, Chennai - 600100, Pallikarnanai",['+(91)-44-33763113'],, Monday  - 09:30 am - 06:30 pm || Tuesday  - 09:30 am - 06:30 pm || Wednesday  - 09:30 am - 06:30 pm || Thursday  - 09:30 am - 06:30 pm || Friday  - 09:30 am - 06:30 pm || Saturday  - 09:30 am - 06:30 pm || Sunday  - Closed,Playgroups- Kindergartens- Day- Care- Centres- Baby- Sitters- Montessori- Schools- Creche- Nursery- Schools- Pre- Schools- Activity- Clubs- Montessori- Institutes- more...,Cash- Cheques,2013
 Hams Kids Home,Purasawalkam,"Old No 49/3new No 59, Vellala Street, Purasawalkam, Chennai - 600084, Near Saravana Bhavan Hotel",['+(91)-44-39974183'],, Monday  - 08:00 am - 07:00 pm || Tuesday  - 08:00 am - 07:00 pm || Wednesday  - 08:00 am - 07:00 pm || Thursday  - 08:00 am - 07:00 pm || Friday  - 08:00 am - 07:00 pm || Saturday  - 08:00 am - 07:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Creche- Nursery- Schools,Cash,2009
 Unique Kids,West Mambalam,"No 15A, Magayampu Apartment Narasiman Street, West Mambalam, Chennai - 600033, Near Rama Anganeya Kovil",['+(91)-44-33058500'],www.uniquekids.com, Monday  - 09:00 am - 07:00 pm || Tuesday  - 09:00 am - 07:00 pm || Wednesday  - 09:00 am - 07:00 pm || Thursday  - 09:00 am - 07:00 pm || Friday  - 09:00 am - 07:00 pm || Saturday  - Closed || Sunday  - Closed,Kindergartens- Day- Care- Centres,Cash- Cheques,1997
 ABC Play School,Anna Nagar,"Plot No 1648, 16th Main Road, Anna Nagar, Chennai - 600040, Near Sridevi Hospital Road",['+(91)-44-39612469'],www.abcplayschool.in, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 06:00 pm || Sunday  - 09:00 am - 06:00 pm,Kindergartens- Playgroups,,1987
 Kidzee,T Nagar,"No 7/21, Parthasarathypuram North Usman Road, T Nagar, Chennai - 600017, Opposite Reliance Fresh",['+(91)-44-30653927'],www.kidzee.com, Monday  - 09:30 am - 07:00 pm || Tuesday  - 09:30 am - 07:00 pm || Wednesday  - 09:30 am - 07:00 pm || Thursday  - 09:30 am - 07:00 pm || Friday  - 09:30 am - 07:00 pm || Saturday  - 09:30 am - 07:00 pm || Sunday  - Closed,Playgroups- Kindergartens- Summer- Camps- Creche,Cash- Master- Card- Visa- Card- Debit- Cards- Money- Orders- Cheques- Diners- Club- Card- Financing- Available- American- Express- Card- Credit- Card,2015
 Arise N Shine,Neelankarai-Palavakkam,"No 145, Sandeep Avenue, Neelankarai-Palavakkam, Chennai - 600041, Near P D N Kalyana Mandapam & NSK Maruti",['+(91)-44-33152549'],www.myarisenshine.com, Monday  - 09:00 am - 05:00 pm || Tuesday  - 09:00 am - 05:00 pm || Wednesday  - 09:00 am - 05:00 pm || Thursday  - 09:00 am - 05:00 pm || Friday  - 09:00 am - 05:00 pm || Saturday  - 09:00 am - 01:00 pm || Sunday  - Closed,Kindergartens- Drawing- Classes- Playgroups- Day- Care- Centres- Summer- Camps- Handwriting- Classes- Phonics- Classes- Yoga- Classes- For- Children- Pre- Schools- Training- Drawing- Kids,Cash,2014
 Apple Kids International Pre School,Kolathur,"No 36, 3rd Main Road Danarajapuram Extention, Kolathur, Chennai - 600099, Opposite Serndhaiyan Mahal",['+(91)-44-33058368'],, Monday  - 09:00 am - 05:00 pm || Tuesday  - 09:00 am - 05:00 pm || Wednesday  - 09:00 am - 05:00 pm || Thursday  - 09:00 am - 05:00 pm || Friday  - 09:00 am - 05:00 pm || Saturday  - Closed || Sunday  - Closed,Playgroups- Kindergartens- Day- Care- Centres- Nursery- Schools,,2015
 Little Millennium,Ambattur,"No 47C, 2nd Main Road Thiruvegadam Nagar, Ambattur, Chennai - 600053, Near By Hdfc Bank",['+(91)-44-33238680'],, Monday  - 12:30 am - 04:30 am || Tuesday  - 12:30 am - 04:30 am || Wednesday  - 12:30 am - 04:30 am || Thursday  - 12:30 am - 04:30 am || Friday  - 12:30 am - 04:30 am || Saturday  - 12:30 am - 04:30 am || Sunday  - Closed,Kindergartens- Playgroups- Primary- Schools- Creche- Nursery- Schools,,1997
 Pebbles Pre School & Day Care Centre,St Thomas Mount,"No 1 / 36 1, Mount Poonamalee Road, St Thomas Mount, Chennai - 600016, Next To TNT Couriers",['+(91)-44-39612796'],www.pebblespreschool.com, Monday  - 12:00 am - 11:59 pm || Tuesday  - 12:00 am - 11:59 pm || Wednesday  - 12:00 am - 11:59 pm || Thursday  - 12:00 am - 11:59 pm || Friday  - 12:00 am - 11:59 pm || Saturday  - 12:00 am - 11:59 pm || Sunday  - 12:00 am - 11:59 pm,Kindergartens- Playgroups- Day- Care- Centres- Creche- Nursery- Schools- Franchise- Consultants- For- Playgroups,Cash- Cheques,2000
 Little Millennium,Sowcarpet,"No 88/89, Kundra Koodi Atheenam Complex Mint Street, Sowcarpet, Chennai - 600001, Near Gujarati Wadi Temple",['+(91)-44-33238734'],, Monday  - 08:00 am - 09:00 pm || Tuesday  - 08:00 am - 09:00 pm || Wednesday  - 08:00 am - 09:00 pm || Thursday  - 08:00 am - 09:00 pm || Friday  - 08:00 am - 09:00 pm || Saturday  - 08:00 am - 09:00 pm || Sunday  - Closed,Playgroups- Language- Classes- For- English- Conversation- Kindergartens- Language- Classes- For- English- Language- Classes- For- Hindi- Music- Classes- Abacus- Classes- Day- Care- Centres- Music- Classes- For- Keyboard- Music- Classes- For- Guitar- more...,Cash- Master- Card- Visa- Card- Debit- Cards- Money- Orders- Cheques- Diners- Club- Card- Financing- Available- American- Express- Card- Credit- Card,2008
 Little Steps Play School,Alwarpet,"No 38, Co Operative Colony Road, Alwarpet, Chennai - 600018, Behind Park Sheraton",['+(91)-44-33187451'],www.littlestepsplayschool.com, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 06:00 pm || Sunday  - Closed,Language- Classes- For- English- Conversation- Kindergartens- Language- Classes- For- English- Playgroups- Creche- Tutorials- For- Maths- CBSE- Tutorials- Tutorials- For- Class- XII- Maths- Tutorials- For- Class- X- Maths- Fine- Art- Institutes- more...,Cash,2003
 TATVA PRE SCHOOL,Velacheri,"No 61, 8th Main Road, Velacheri, Chennai - 600042, Vijayanagar Near Sutherland",['+(91)-44-33893821'],www.tatvaschool.com, Monday  - 08:30 am - 06:30 pm || Tuesday  - 08:30 am - 06:30 pm || Wednesday  - 08:30 am - 06:30 pm || Thursday  - 08:30 am - 06:30 pm || Friday  - 08:30 am - 06:30 pm || Saturday  - 08:30 am - 06:30 pm || Sunday  - Closed,Kindergartens- Creche- Nursery- Schools- Personality- Development,Cash,2009
 Podar Jumbo Kids,Perumbakkam,"Raksha Plot No 15, Anandhammal Nagar, Perumbakkam, Chennai - 600100, Neat Bharathi Vidhyalaya School",['+(91)-44-33069677'],www.podareducation.org, Monday  - 09:00 am - 12:30 pm || Tuesday  - 09:00 am - 12:30 pm || Wednesday  - 09:00 am - 12:30 pm || Thursday  - 09:00 am - 12:30 pm || Friday  - 09:00 am - 12:30 pm || Saturday  - 09:00 am - 12:30 pm || Sunday  - Closed,Playgroups- Kindergartens- Day- Care- Centres- Baby- Sitters- Montessori- Schools- Creche- Nursery- Schools- Pre- Schools- Activity- Clubs- Montessori- Institutes- more...,Cash- Cheques,2011
 Euro Kids,Jawahar Nagar,"No 23, Srp Colony Main Road, Jawahar Nagar, Chennai - 600082, Opposite To Peravalur Donbosco School",['+(91)-44-33238625'],, Monday  - 09:00 am - 06:00 pm || Tuesday  - 09:00 am - 06:00 pm || Wednesday  - 09:00 am - 06:00 pm || Thursday  - 09:00 am - 06:00 pm || Friday  - 09:00 am - 06:00 pm || Saturday  - 09:00 am - 06:00 pm || Sunday  - Closed,Playgroups- Kindergartens- Nursery- Schools,Cash- Cheques,2009
 Little Millennium,Madipakkam,"SAI Deeksha Learnings No 1/454, 3rd Street Karthikeyapuram, Madipakkam, Chennai - 600091, Near Ponniyamman Koil",['+(91)-44-33069810'],www.littlemillenniummadipakkam.com, Monday  - 12:00 am - 11:59 pm || Tuesday  - 12:00 am - 11:59 pm || Wednesday  - 12:00 am - 11:59 pm || Thursday  - 12:00 am - 11:59 pm || Friday  - 12:00 am - 11:59 pm || Saturday  - 12:00 am - 11:59 pm || Sunday  - 12:00 am - 11:59 pm,Nursery- Schools- Kindergartens- Playgroups- Day- Care- Centres- Primary- Schools- Montessori- Schools- Creche,Cash- Cheques,2010
 Kidzee,Sithalapakkam,"Plot No 37, Venus Colony Second Street, Sithalapakkam, Chennai - 600126, Ottiyambakkam Main Road Near Venus Colony Park",['+(91)-44-33893923'],, Monday  - 09:00 am - 04:00 pm || Tuesday  - 09:00 am - 04:00 pm || Wednesday  - 09:00 am - 04:00 pm || Thursday  - 09:00 am - 04:00 pm || Friday  - 09:00 am - 04:00 pm || Saturday  - 09:00 am - 04:00 pm || Sunday  - Closed,Kindergartens- Playgroups- Day- Care- Centres- Creche- Nursery- Schools- Creche- Hourly,Cash,2016
